City,Area,Building_Type,Energy_Consumption_Per_SqM,Water_Usage_Per_Building,Waste_Recycled_Percentage,Occupancy_Rate,Smart_Devices_Count,Maintenance_Resolution_Time,Number_of_Residents,Electricity_Bill,Energy_Consumption_Category,Water_Usage_Category,Smart_Devices_Category,Maintenance_Time_Category,Cluster
Bangalore,Whitefield,Residential,0.0,0.0,0.16428474219177722,0.40765874793711854,0.15789473684210525,0.05889902627691637,0.06036217303822938,0.19886052575114233,Low,Low,Few,Medium,0
Bangalore,Hebbal,Industrial,1.0,0.21476322076923077,0.35392496265105905,0.9922376867729465,0.05263157894736842,0.0976331606722364,0.6358148893360162,0.15328938295143468,High,Medium,Few,Medium,2
Bangalore,Malleshwaram,Institutional,0.419911079,0.0,0.26159137505123614,0.3681048766488333,0.47368421052631576,0.09124748165917071,0.7183098591549296,0.44425229528577154,Medium,Low,Moderate,Medium,0
Bangalore,Koramangala,Residential,0.0,0.0,0.5906303475024545,0.398635917673959,0.15789473684210525,0.0253372305340364,0.6257545271629779,0.3518909747322823,Low,Low,Few,Fast,0
Bangalore,Koramangala,Industrial,0.0,0.0,0.37376680867088546,0.6497110480713271,0.2631578947368421,0.048162782205654855,0.943661971830986,0.544962814066209,Low,Low,Moderate,Fast,0
Bangalore,Whitefield,Commercial,0.0,0.0,0.5784956060416936,0.7360410871260121,0.05263157894736842,0.03287005806275972,0.45674044265593566,0.35901326769878406,Low,Low,Few,Fast,0
Bangalore,HSR Layout,Residential,0.0,0.0,0.21062175539583108,0.5973326716087466,0.42105263157894735,0.14598211723110377,0.6800804828973843,0.030852296082072267,Low,Low,Moderate,Medium,0
Bangalore,HSR Layout,Industrial,0.028972936549999995,0.0,0.32989571237497195,0.7626028450970352,0.10526315789473684,0.15230168836987354,0.25553319919517103,0.4772436823035156,Low,Low,Few,Medium,0
Bangalore,BTM Layout,Industrial,0.0,0.057617408461538455,0.1472872082074869,0.45632654527268157,0.3684210526315789,0.02249156229358347,0.5412474849094567,0.08931200618793413,Low,Low,Moderate,Fast,0
Bangalore,Hebbal,Institutional,0.0,0.0,0.8977114198650481,0.8267214388917472,0.10526315789473684,0.00485855637037029,0.5412474849094567,0.44130125779753954,Low,Low,Few,Fast,0
Bangalore,Koramangala,Commercial,0.1048890777,0.12016556484615387,0.09460192651849433,0.6899312228257214,0.0,0.009404001597177941,1.0000000000000002,0.28673388290402857,Low,Low,Few,Fast,0
Bangalore,BTM Layout,Commercial,0.0,0.30007403946153843,0.2306756848759304,0.8953139447704015,0.15789473684210525,0.024570046772223755,0.8289738430583502,0.44414182455157186,Low,Medium,Few,Fast,0
Bangalore,HSR Layout,Commercial,0.0,0.19541168584615387,0.13116996302158454,0.5281453567000924,0.05263157894736842,0.04761026731775454,0.41851106639839036,0.18132234580559692,Low,Low,Few,Fast,0
Bangalore,Yelahanka,Industrial,0.0,0.0,0.5187790230473592,0.4542277732436012,0.21052631578947367,0.06391594118551772,0.3561368209255533,0.5297265125799391,Low,Low,Moderate,Medium,0
Bangalore,BTM Layout,Industrial,0.0,0.0,0.20472058974144572,0.6201330594879915,0.21052631578947367,0.021425744761931154,0.613682092555332,0.413581119833343,Low,Low,Moderate,Fast,0
Bangalore,Malleshwaram,Commercial,0.32672600400000007,0.0,0.106595538162843,0.5369174491054333,0.42105263157894735,0.06618107797557035,0.3822937625754527,0.35371234270678525,Medium,Low,Moderate,Medium,0
Bangalore,HSR Layout,Industrial,0.0,0.0,0.5276268268444945,0.9253729141669422,0.5263157894736843,0.2273198993384849,0.716297786720322,0.14194447637027535,Low,Low,Many,Medium,0
Bangalore,Banashankari,Institutional,0.020760933149999994,0.8424267669230768,0.20500677822946162,0.5547008689006179,0.15789473684210525,0.06293682502951756,0.9175050301810865,0.691578482851072,Low,High,Few,Medium,1
Bangalore,Hebbal,Industrial,0.08656427049999998,0.0,0.15399656329618797,0.9772822084482402,0.2631578947368421,0.008835186264502123,0.9014084507042254,0.26549744340985854,Low,Low,Moderate,Fast,0
Bangalore,Jayanagar,Industrial,0.0,0.0055982976153846065,0.5372384051472149,0.6816511985482169,0.10526315789473684,0.04998868523104305,0.13480885311871227,0.44891341088326625,Low,Low,Few,Fast,0
Bangalore,Koramangala,Residential,0.10074988275000002,0.06832517730769228,0.0890801675506839,0.8498559115371522,0.2631578947368421,0.04435443404586753,0.6559356136820926,0.25889825969363467,Low,Low,Moderate,Fast,0
Bangalore,Indiranagar,Institutional,0.0,0.12589768807692303,0.22548396726141046,0.6003061791198288,0.3157894736842105,0.14590206867299366,0.5352112676056339,0.9999999999999999,Low,Low,Moderate,Medium,0
Bangalore,Malleshwaram,Residential,0.0,0.035426713230769236,0.5257101343191828,0.9199571269672371,0.10526315789473684,0.023067818821844346,0.5412474849094567,0.43111339733135157,Low,Low,Few,Fast,0
Bangalore,Electronic City,Commercial,0.8651329225000002,0.0,0.05269832733022305,0.8235990735467882,0.3157894736842105,0.030015180929148302,0.7263581488933603,0.3112999339036515,High,Low,Moderate,Fast,2
Bangalore,Jayanagar,Commercial,1.0,0.0,0.29815491597192617,0.5889524613679292,0.3157894736842105,0.053082995362905644,0.937625754527163,0.502667790943463,High,Low,Moderate,Medium,2
Bangalore,Indiranagar,Institutional,0.36962434,0.014433790846153816,0.5679874008025732,0.9683911689594111,0.21052631578947367,0.04195398071179715,0.7223340040241449,0.5252947179230502,Medium,Low,Moderate,Fast,0
Bangalore,HSR Layout,Industrial,0.0,0.0,0.4520225789487367,0.6287011580101758,0.42105263157894735,0.07861638390933098,0.7766599597585514,0.46955760765902926,Low,Low,Moderate,Medium,0
Bangalore,Electronic City,Residential,0.0,0.0,0.3003333763014735,0.6513341180121912,0.05263157894736842,0.00205905310392282,0.25553319919517103,0.35695588147797036,Low,Low,Few,Fast,0
Bangalore,Whitefield,Institutional,0.18228153614999998,0.0,0.2672419341490157,0.8170141002665696,0.15789473684210525,0.047499860973611974,0.5291750503018109,0.4767560879659782,Low,Low,Few,Fast,0
Bangalore,Whitefield,Residential,0.0,0.0,0.22615011267128066,0.6370357212978095,0.15789473684210525,0.0065898909412726026,0.4426559356136821,0.38332611343958617,Low,Low,Few,Fast,0
Bangalore,Malleshwaram,Industrial,0.0,0.0,0.5720622619575929,0.34543276897800923,0.3157894736842105,0.020072223125505786,0.48490945674044267,0.4037178914728568,Low,Low,Moderate,Fast,0
Bangalore,Whitefield,Residential,0.006330210549999993,0.0,0.14219947764626897,0.9805293576480356,0.0,0.06492751045402942,0.9738430583501007,0.2845301227957586,Low,Low,Few,Medium,0
Bangalore,Electronic City,Institutional,0.0,0.03960017015384615,0.003445541885722849,0.5254907469312152,0.05263157894736842,0.008763163502631927,0.488933601609658,0.17821491657018013,Low,Low,Few,Fast,0
Bangalore,Electronic City,Industrial,0.6501585830000001,0.11602889915384618,0.16130479610335252,0.441813449757103,0.15789473684210525,0.01955063563912486,0.8571428571428572,0.4960018772125154,High,Low,Few,Fast,2
Bangalore,Hebbal,Industrial,0.0,0.21824055053846153,0.34443731413275575,0.8565348838030544,0.15789473684210525,0.07444577183725318,0.7887323943661972,0.5027526810808114,Low,Medium,Few,Medium,0
Bangalore,Jayanagar,Institutional,0.15734592444999995,0.0,0.6422360786263699,0.7607135905654037,0.3684210526315789,0.06269167133893108,0.03621730382293763,0.6109988074719005,Low,Low,Moderate,Medium,0
Bangalore,Koramangala,Industrial,0.0,0.0,0.2549310866406083,0.7272891934722495,0.736842105263158,0.004819108811323997,0.7947686116700202,0.41529107406942,Low,Low,Many,Fast,0
Bangalore,Banashankari,Residential,0.025291585949999973,0.0,0.1258038355649761,0.8063541806358063,0.10526315789473684,0.049610832550049985,0.3098591549295775,0.3738565330518051,Low,Low,Few,Fast,0
Bangalore,BTM Layout,Commercial,0.046708924250000006,0.07964248799999998,0.07410274454229492,0.9211651527828368,0.21052631578947367,0.008133080430274095,0.45875251509054327,0.18662312318466273,Low,Low,Moderate,Fast,0
Bangalore,Whitefield,Institutional,0.0,0.12902960146153847,0.5033043229328709,0.8344838042306617,0.0,0.015181295837165612,0.7384305835010061,0.4014865038809431,Low,Low,Few,Fast,0
Bangalore,Malleshwaram,Residential,1.0,0.0,0.1570009590761837,0.32923841643824003,0.2631578947368421,0.0339362544773681,0.11468812877263583,0.46416351058800936,High,Low,Moderate,Fast,2
Bangalore,Whitefield,Industrial,0.3095920165,0.4812755510000001,0.24544314604386008,0.26445746704565665,0.15789473684210525,0.005867649115999643,0.5633802816901409,0.12234615231639841,Medium,Medium,Few,Fast,1
Bangalore,BTM Layout,Commercial,0.801910407,0.0,0.41283746106353764,0.8997083631868752,0.10526315789473684,0.6566138692786293,0.08853118712273643,0.5753082017858744,High,Low,Few,Slow,2
Bangalore,Jayanagar,Residential,0.594556999,0.02600405107692305,0.18025943871770173,1.0,0.10526315789473684,0.00926365052927626,0.20321931589537223,0.2960353557755243,High,Low,Few,Fast,2
Bangalore,Yelahanka,Institutional,0.09164540465000004,0.1310707701538461,0.7884804085430285,0.8611683907077514,0.42105263157894735,0.09847371277146139,0.09456740442655936,0.37693508371576306,Low,Low,Moderate,Medium,0
Bangalore,Hebbal,Industrial,0.706038267,0.31870081976923076,0.5249690375292607,0.667254781610301,0.21052631578947367,0.12008339478312391,0.09859154929577466,0.5014152373479167,High,Medium,Moderate,Medium,2
Bangalore,Electronic City,Institutional,0.0,0.13509249376923077,0.24241192293371955,0.7681599070653062,0.0,0.6944527856224159,0.16096579476861167,0.4065371846536635,Low,Low,Few,Slow,0
Bangalore,Hebbal,Residential,0.0,0.21956520138461538,0.6037312043124521,0.707966979790516,0.05263157894736842,0.030610177992004356,0.6016096579476862,0.6277330380863932,Low,Medium,Few,Fast,0
Bangalore,HSR Layout,Commercial,0.0,0.0,0.2882918313709521,0.801166550094965,0.0,0.14853111116167844,0.11670020120724348,0.5062816503280694,Low,Low,Few,Medium,0
Bangalore,Whitefield,Residential,0.0,0.23533566984615384,0.046290797966805776,0.8207882172353136,0.0,0.2785639485500154,0.32193158953722334,0.38442520540623426,Low,Medium,Few,Medium,0
Bangalore,Koramangala,Residential,0.0,0.0,0.2611216318900606,0.7333229923561064,0.2631578947368421,0.009742924961157431,0.2052313883299799,0.0,Low,Low,Moderate,Fast,0
Bangalore,Yelahanka,Industrial,0.0,0.3658577658461538,0.25745232903277954,0.7116713652588966,0.3157894736842105,0.036278684450165966,0.6700201207243461,0.5638874675669109,Low,Medium,Moderate,Fast,0
Bangalore,HSR Layout,Institutional,0.41170919949999996,0.02919346530769229,0.38239209733106233,0.8933425189448532,0.2631578947368421,0.0031047212116107337,0.8269617706237425,0.22272759090887828,Medium,Low,Moderate,Fast,0
Bangalore,Jayanagar,Residential,0.0,0.2384379099230769,0.48100386909294085,0.6424485739559489,0.2631578947368421,0.056933158051700655,0.5492957746478874,0.5412576011863887,Low,Medium,Moderate,Medium,0
Bangalore,Whitefield,Residential,0.0,0.0,0.2883796662111767,0.6547666139165187,0.05263157894736842,0.05026394595983212,0.36619718309859156,0.4845463161257974,Low,Low,Few,Medium,0
Bangalore,HSR Layout,Commercial,0.0434026562,0.08422438499999998,0.2112528683968791,0.8601086651655603,0.15789473684210525,0.01179620279031554,0.8370221327967807,0.376513961924885,Low,Low,Few,Fast,0
Bangalore,Whitefield,Commercial,0.0,0.01863026476923077,0.4383653235791072,0.9171293725649767,0.15789473684210525,0.10507507566475918,0.2313883299798793,0.5571614016442006,Low,Low,Few,Medium,0
Bangalore,Malleshwaram,Institutional,0.3576813485,0.1496702696153846,0.062023575681934055,0.8880441132863026,0.05263157894736842,0.001895397264052301,0.7263581488933603,0.48938371831946564,Medium,Low,Few,Fast,0
Bangalore,Jayanagar,Institutional,0.0,0.0,0.5417326081768947,0.8185318690216135,0.3157894736842105,0.10866626086047829,0.8008048289738431,0.459171618774803,Low,Low,Moderate,Medium,0
Bangalore,Banashankari,Industrial,1.0,0.0,0.5248819066280963,0.8445419534642569,0.2631578947368421,0.0013434654991856948,0.8933601609657948,0.13856123549005478,High,Low,Moderate,Fast,2
Bangalore,Yelahanka,Institutional,0.304806416,0.0,0.36195161653302005,0.616770376835268,0.15789473684210525,0.06392459641851253,0.5352112676056339,0.4139321660926747,Medium,Low,Few,Medium,0
Bangalore,Electronic City,Commercial,0.0,0.0,0.14536034895164762,0.45488439738710174,0.42105263157894735,0.004131969189683504,0.3279678068410463,0.21280691098023924,Low,Low,Moderate,Fast,0
Bangalore,Indiranagar,Institutional,0.0,0.32016205161538464,0.23547074145729277,0.2571676479298258,0.21052631578947367,0.015104698002033387,0.2857142857142857,0.23583921355582543,Low,Medium,Moderate,Fast,0
Bangalore,Electronic City,Residential,0.38371129150000005,0.0,0.5886354097124366,0.8754248893646277,0.3157894736842105,0.07940489852037441,0.8772635814889337,0.35105622657587066,Medium,Low,Moderate,Medium,0
Bangalore,Electronic City,Institutional,0.21016096525000005,0.7055621869230769,0.06895225383778404,0.7697055540866968,0.15789473684210525,0.017296979308613084,0.6378269617706238,0.6371499544948872,Low,High,Few,Fast,1
Bangalore,HSR Layout,Institutional,0.2396235908,0.0,0.3794245934593034,0.638440753269785,0.05263157894736842,0.04021026283991175,0.6096579476861167,0.4649777255878826,Low,Low,Few,Fast,0
Bangalore,Yelahanka,Industrial,0.3032054475,0.0,0.10748643389748674,0.8411544223214815,0.05263157894736842,0.19052998639180957,0.18712273641851107,0.4753074412358746,Medium,Low,Few,Medium,0
Bangalore,Jayanagar,Residential,0.0,0.20597225330769225,0.3961085941114418,0.531760282623898,0.10526315789473684,0.0025481615373322275,0.5010060362173039,0.5284879764113642,Low,Medium,Few,Fast,0
Bangalore,Yelahanka,Industrial,0.0,0.09423450892307694,0.3004541291076343,0.9156481737029918,0.15789473684210525,0.11085593001646551,0.8008048289738431,0.2705327181215157,Low,Low,Few,Medium,0
Bangalore,Yelahanka,Commercial,0.0,0.005279640461538476,0.5006838548911907,0.07597492388388258,0.05263157894736842,0.0033900532419129936,0.8973843058350102,0.1605004784095328,Low,Low,Few,Fast,0
Bangalore,Whitefield,Institutional,0.4956985895,0.03319191515384615,0.7984595779464552,0.6196452291841306,0.3684210526315789,0.006894080477047579,0.9979879275653923,0.13265676345768668,Medium,Low,Moderate,Fast,0
Bangalore,Hebbal,Institutional,0.11611294690000001,0.1392582168461538,0.33543909081172696,0.9874640833865116,0.0,0.006450979091287196,0.688128772635815,0.4439161934638844,Low,Low,Few,Fast,0
Bangalore,Yelahanka,Commercial,0.0,0.0,0.2084752462725726,0.4948886236274245,0.10526315789473684,0.6768403328271732,0.8571428571428572,0.5623985664419019,Low,Low,Few,Slow,0
Bangalore,Indiranagar,Industrial,0.0,0.9999999999999999,0.12361385101531368,0.9018354795737002,0.21052631578947367,0.010212975902774327,0.613682092555332,0.5508044376736468,Low,High,Moderate,Fast,1
Bangalore,BTM Layout,Residential,0.0,0.6955323023076923,0.40095650913925085,0.7755252293433912,0.10526315789473684,0.16890075903457077,0.6338028169014085,0.27737435239521885,Low,High,Few,Medium,1
Bangalore,HSR Layout,Industrial,0.0,0.08863532846153846,0.5223412135119508,0.841301717163955,0.2631578947368421,0.5664868752825498,0.4808853118712274,0.6202276360896627,Low,Low,Moderate,Slow,0
Bangalore,Indiranagar,Industrial,0.240453419,0.0,0.6481627923923343,0.8690196792885247,0.2631578947368421,0.02613406589838009,0.11670020120724348,0.7280359924473208,Low,Low,Moderate,Fast,0
Bangalore,Banashankari,Residential,0.13058350959999998,0.10926487584615385,0.4780797956354969,0.4695978804993062,0.0,0.058838830961822075,0.028169014084507046,0.5029614741961297,Low,Low,Few,Medium,0
Bangalore,Malleshwaram,Institutional,0.5683444670000001,0.0,0.04675146183951325,0.8994243452857047,0.05263157894736842,0.09764053877787637,0.5714285714285715,0.6408915801328419,High,Low,Few,Medium,2
Bangalore,Jayanagar,Industrial,0.0,0.0,0.2911394835535675,0.6343384671421209,0.10526315789473684,0.026982859854891753,0.40643863179074446,0.5445960114512612,Low,Low,Few,Fast,0
Bangalore,Yelahanka,Commercial,0.0,0.0,0.4410889376982245,0.8423736212115582,0.15789473684210525,0.009039189489917082,0.47484909456740443,0.37166415234205613,Low,Low,Few,Fast,0
Bangalore,BTM Layout,Residential,0.2184223791,0.0,0.2403577648636267,0.6921920403906853,0.21052631578947367,0.03114958982817151,0.9356136820925554,0.30347647605616557,Low,Low,Moderate,Fast,0
Bangalore,HSR Layout,Institutional,0.28639728249999996,0.31392767507692304,0.36795681375266226,0.9281467170018669,0.15789473684210525,0.0950137061536972,0.5935613682092555,0.15475082675378865,Low,Medium,Few,Medium,0
Bangalore,Yelahanka,Residential,0.058957810599999994,0.14590068738461537,0.8659616638056643,0.9815552502023757,0.05263157894736842,0.0982664262569469,0.5754527162977867,0.3379444618667637,Low,Low,Few,Medium,0
Bangalore,Electronic City,Commercial,0.30270873750000005,0.1594318241538461,0.5964038444932541,0.8725084338943856,0.47368421052631576,0.01361832441902519,0.1448692152917505,0.37054837418689185,Medium,Low,Moderate,Fast,0
Bangalore,Koramangala,Residential,0.005305524300000031,0.0,0.4126900239656486,0.6358915011716122,0.3684210526315789,0.009875889251723335,0.4285714285714286,0.37401432459734846,Low,Low,Moderate,Fast,0
Bangalore,HSR Layout,Residential,0.027379564550000013,0.0,0.05027073674056595,0.8928210469729099,0.15789473684210525,0.1979415532849274,0.020120724346076462,0.39003095972878715,Low,Low,Few,Medium,0
Bangalore,Koramangala,Industrial,0.0,0.0,0.4533659136095745,0.5734415182251335,0.15789473684210525,0.002249284721203157,0.6760563380281691,0.04802873088827886,Low,Low,Few,Fast,0
Bangalore,Electronic City,Commercial,0.0,0.8601685899999999,0.3982013973106424,0.8975554532510785,0.05263157894736842,0.08303230468788586,0.4507042253521127,0.5298369030317704,Low,High,Few,Medium,1
Bangalore,Malleshwaram,Commercial,0.0,0.0,0.40709531136683136,0.9383723791436998,0.05263157894736842,0.0023774688924542153,0.6378269617706238,0.5480348615447199,Low,Low,Few,Fast,0
Bangalore,Jayanagar,Commercial,0.0,0.3117637673076923,0.17908620724229288,0.7518215756494376,0.3684210526315789,0.1244761792982218,0.40643863179074446,0.46586215379102,Low,Medium,Moderate,Medium,0
Bangalore,Whitefield,Residential,0.1293985816,0.0456196326153846,0.4006695330647089,0.9465766073878634,0.10526315789473684,0.17832123574925357,0.4627766599597586,0.22432877849810673,Low,Low,Few,Medium,0
Bangalore,HSR Layout,Commercial,0.0,0.0,0.014009386043054637,0.9230349807659175,0.2631578947368421,0.018630774344602224,0.7867203219315896,0.46522781959132314,Low,Low,Moderate,Fast,0
Bangalore,Hebbal,Commercial,0.016413941450000025,0.14428959246153844,0.1086039463206623,0.7989878576642278,0.05263157894736842,0.003864610136958546,0.1006036217303823,0.41122918795160796,Low,Low,Few,Fast,0
Bangalore,Electronic City,Commercial,0.6429745735000001,3.868546153845687e-05,0.26062038289221123,0.43458218432971696,0.5263157894736843,0.036427246046801046,0.11267605633802819,0.4820835011219153,High,Low,Many,Fast,2
Bangalore,HSR Layout,Industrial,0.0,0.3231322326153846,0.22821839278419834,0.4991754513374459,0.05263157894736842,0.018714009370313506,0.2635814889336016,0.6509022523942262,Low,Medium,Few,Fast,0
Bangalore,Yelahanka,Commercial,0.0,0.3791450337692307,0.6472781100389482,0.8483999908147564,0.05263157894736842,0.02941756968583642,0.8430583501006037,0.3796996961363785,Low,Medium,Few,Fast,0
Bangalore,Banashankari,Residential,0.2782809305,0.0,0.23040991312133458,0.9253259787510386,0.2631578947368421,0.06564089317936661,0.8088531187122737,0.43614737247216956,Low,Low,Moderate,Medium,0
Bangalore,Malleshwaram,Industrial,0.0,0.0,0.20916885768411875,0.676303190779873,0.3157894736842105,0.012182525703151523,0.5613682092555332,0.27215072144866037,Low,Low,Moderate,Fast,0
Bangalore,Yelahanka,Commercial,0.0,0.05323395123076924,0.1488087546065067,0.8071432414248809,0.42105263157894735,0.023659689118963448,0.5955734406438632,0.5522041325431947,Low,Low,Moderate,Fast,0
Bangalore,Banashankari,Commercial,0.0,0.4079744476153846,0.4134851107559243,0.8571741370833637,0.10526315789473684,0.09894747751232102,0.6116700201207244,0.5178740671375379,Low,Medium,Few,Medium,0
Bangalore,Indiranagar,Industrial,0.0,0.0,0.7982907858631552,0.949635993180401,0.3157894736842105,0.06128550310605399,0.9356136820925554,0.4416409212087172,Low,Low,Moderate,Medium,0
Bangalore,Jayanagar,Commercial,0.745606282,0.07125110561538461,0.2088749501229543,0.74262134009202,0.10526315789473684,0.020994339389292488,0.4507042253521127,0.24255139919015684,High,Low,Few,Fast,2
Bangalore,Indiranagar,Residential,0.36908265500000004,0.07657184623076921,0.7501828891694222,0.9819680806060782,0.3157894736842105,0.0654948680761365,0.34808853118712274,0.3005409148760691,Medium,Low,Moderate,Medium,0
Bangalore,HSR Layout,Residential,0.12631032144999998,0.15098384961538458,0.4416326982386029,0.8943625699904032,0.15789473684210525,0.09271096166680018,0.585513078470825,0.12053979937137575,Low,Low,Few,Medium,0
Bangalore,BTM Layout,Commercial,0.5193198990000001,0.0,0.09673214910509947,0.407199092779296,0.05263157894736842,0.05205601629695494,0.5331991951710262,0.29869076159564,High,Low,Few,Medium,0
Bangalore,BTM Layout,Residential,0.36048835300000004,0.1364995943846154,0.32203852713301706,0.8245046705473229,0.3684210526315789,0.014255353042090982,0.4949698189134809,0.5189137742989687,Medium,Low,Moderate,Fast,0
Bangalore,Jayanagar,Industrial,0.0,0.39936612453846154,0.09997982852495015,0.9036592230583236,0.47368421052631576,5.9792163330379955e-06,0.15492957746478872,0.46973994710673933,Low,Medium,Moderate,Fast,0
Bangalore,Hebbal,Commercial,0.5865550270000001,0.0,0.6941108591351701,0.8063856687113966,0.2631578947368421,0.10718455536623664,0.26961770623742454,0.432723214365739,High,Low,Moderate,Medium,2
Bangalore,Malleshwaram,Industrial,0.04066246325,0.0,0.28879302172805205,0.6805097024511036,0.10526315789473684,0.11638560250572363,0.2796780684104628,0.6404242273010511,Low,Low,Few,Medium,0
Bangalore,Hebbal,Residential,0.36775560900000004,0.6663485476923078,0.06238776907010044,0.22407997788067488,0.10526315789473684,0.07310566431419921,0.6861167002012073,0.45543462411237506,Medium,High,Few,Medium,1
Bangalore,Malleshwaram,Commercial,0.5990909935000001,0.0,0.2915239590640008,0.6732632512144912,0.5789473684210527,0.004010688568878901,0.5070422535211268,0.3171851574228174,High,Low,Many,Fast,2
Bangalore,Electronic City,Industrial,0.0,0.2907976386923077,0.28261254005642317,0.6778036518376173,0.15789473684210525,0.05087398323573644,0.9537223340040242,0.29793301081622897,Low,Medium,Few,Medium,0
Bangalore,HSR Layout,Residential,0.0,0.0025740636923076987,0.43841498241621946,0.8035584712622401,0.3684210526315789,0.11558522976114607,0.35211267605633806,0.371350647811665,Low,Low,Moderate,Medium,0
Bangalore,Indiranagar,Commercial,0.0,0.0,0.4141624520477263,0.6830677850194775,0.05263157894736842,0.026695862411235033,0.8450704225352114,0.3370926499438217,Low,Low,Few,Fast,0
Bangalore,BTM Layout,Institutional,0.0,0.3183090773076923,0.6919777044735835,0.8596150657507393,0.42105263157894735,0.01138511106654437,0.9215291750503019,0.5571128311248952,Low,Medium,Moderate,Fast,0
Bangalore,Banashankari,Residential,0.38893614749999994,0.0,0.25091705557301713,0.3037399579841552,0.05263157894736842,0.05126229992218037,0.8430583501006037,0.4737674529274712,Medium,Low,Few,Medium,0
Bangalore,Whitefield,Residential,0.48925436450000004,0.013053046692307668,0.08484948295791554,0.984896354900568,0.05263157894736842,0.11824508706855971,0.11871227364185112,0.3575586791326067,Medium,Low,Few,Medium,0
Bangalore,Koramangala,Institutional,0.0,0.0,0.4816657504826027,0.8727175743400495,0.3157894736842105,0.0025074824780808996,0.9255533199195172,0.3635280031367626,Low,Low,Moderate,Fast,0
Bangalore,Whitefield,Institutional,0.01807855975,0.053574155999999984,0.21071377235926864,0.9653220276807761,0.5789473684210527,0.05279679353614297,0.7062374245472838,0.5179532606763598,Low,Low,Many,Medium,0
Bangalore,Indiranagar,Industrial,0.0,0.0,0.1783202196423264,0.6678557892793255,0.05263157894736842,0.06116975868389868,0.5090543259557344,0.5662011420776555,Low,Low,Few,Medium,0
Bangalore,Yelahanka,Residential,0.0,0.0,0.09025860547441358,0.8605528141902012,0.10526315789473684,0.053710012192291434,0.014084507042253523,0.11863575655112875,Low,Low,Few,Medium,0
Bangalore,Indiranagar,Institutional,0.0,0.6508826253846153,0.3306019161685146,0.8061547170832937,0.15789473684210525,0.06253579530869424,0.7847082494969819,0.3808375246594037,Low,High,Few,Medium,1
Bangalore,Yelahanka,Commercial,0.0,0.0,0.6221570306500755,0.6777735111390881,0.10526315789473684,0.058900302195308424,0.21327967806841047,0.42202989516701983,Low,Low,Few,Medium,0
Bangalore,Malleshwaram,Residential,0.8236704210000001,0.09290555030769229,0.32109614403266434,0.591819541639697,0.0,0.00710980965606918,0.3420523138832998,0.49363282292048877,High,Low,Few,Fast,2
Bangalore,Hebbal,Industrial,0.0,0.0,0.2794847808941317,0.6486217732820054,0.0,0.013929833328731198,0.11468812877263583,0.4254012854915697,Low,Low,Few,Fast,0
Bangalore,Whitefield,Institutional,0.024294802150000017,0.18882115938461536,0.6784015740170614,0.7285353484066525,0.3684210526315789,0.05662060097128932,0.6760563380281691,0.47153346023542225,Low,Low,Moderate,Medium,0
Bangalore,Malleshwaram,Residential,0.20528261635,0.0,0.34195667414536723,0.6039961344617,0.3157894736842105,0.0008845640001232252,0.6861167002012073,0.37052835345765817,Low,Low,Moderate,Fast,0
