TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_Category,CustomerAge_Category,TransactionDuration_Category,LoginAttempts_Category,AccountBalance_Category,Cluster
TX000016,AC00270,0.2424316647992287,2023-12-12 16:23:31,Debit,Denver,D000466,221.169.49.152,M025,ATM,0.29032258064516125,Engineer,0.4103448275862069,0.0,0.22614430312017286,2024-11-04 08:12:19,High,Young,Medium,,Medium,0
TX000017,AC00317,0.2895171587148552,2023-10-30 16:52:49,Credit,Austin,D000671,53.218.177.171,M048,Branch,0.016129032258064557,Student,0.5103448275862069,0.0,0.06923627084966197,2024-11-04 08:07:35,High,,Long,,Low,0
TX000018,AC00359,0.2567527425280767,2023-12-14 18:32:14,Debit,Columbus,D000432,114.223.129.47,M059,Online,0.33870967741935487,Engineer,0.7724137931034483,0.0,0.3366812890458528,2024-11-04 08:11:51,High,Young,Long,,Medium,0
TX000019,AC00242,0.00959949970034135,2023-02-21 16:56:50,Credit,Albuquerque,D000530,93.218.115.132,M054,Branch,0.6612903225806451,Retired,0.3310344827586207,0.0,0.5274757776233234,2024-11-04 08:12:01,Low,Adult,Medium,,High,2
TX000020,AC00285,0.037115980926075515,2023-06-08 18:18:50,Credit,Columbus,D000039,120.170.93.69,M039,Online,0.0,Student,0.5482758620689655,0.0,0.4347283074114356,2024-11-04 08:09:20,Low,,Long,,Medium,0
TX000021,AC00002,0.030778851916512494,2023-02-28 16:36:58,Debit,Los Angeles,D000152,116.44.12.250,M040,Branch,0.8548387096774193,Retired,0.09655172413793102,0.0,0.3797633083592239,2024-11-04 08:09:24,Low,Senior,Short,,Medium,2
TX000022,AC00014,0.04456314980326758,2023-08-11 18:31:31,Debit,Las Vegas,D000268,59.132.247.252,M065,Branch,0.32258064516129037,Doctor,0.2862068965517241,0.0,0.607992073532239,2024-11-04 08:08:13,Low,Young,Medium,,High,1
TX000023,AC00095,0.027068296114860464,2023-06-06 18:54:15,Debit,Atlanta,D000142,133.63.96.21,M022,Online,0.33870967741935487,Engineer,0.3793103448275862,0.0,0.5964801428269905,2024-11-04 08:07:01,Low,Young,Medium,,High,1
TX000024,AC00453,0.18009745420434112,2023-05-02 18:25:46,Debit,Fort Worth,D000162,191.82.103.198,M083,Online,0.06451612903225812,Student,0.4551724137931034,0.5,0.0874687599568185,2024-11-04 08:07:04,High,,Medium,,Low,0
TX000025,AC00241,0.07571201500898975,2023-03-02 16:43:56,Debit,Raleigh,D000036,119.186.154.104,M028,Online,0.04838709677419356,Student,0.296551724137931,0.0,0.12299132740103008,2024-11-04 08:07:09,Medium,,Medium,,Medium,0
TX000026,AC00041,0.0037678818042056438,2023-10-20 17:53:13,Credit,Houston,D000671,81.248.235.147,M043,Online,0.7580645161290323,Retired,0.9172413793103449,0.0,0.23751305729615496,2024-11-04 08:09:44,Low,Adult,Long,,Medium,2
TX000027,AC00441,0.128550954999088,2023-04-17 16:37:01,Debit,Miami,D000046,55.154.161.250,M029,ATM,0.08064516129032262,Student,0.5103448275862069,1.0,0.03845600581847905,2024-11-04 08:11:38,Medium,,Long,Low,Low,0
TX000028,AC00057,0.020877087839070278,2023-03-29 16:42:38,Debit,Milwaukee,D000310,21.28.32.1,M008,Branch,0.30645161290322587,Engineer,0.29310344827586204,0.0,0.1737793360642184,2024-11-04 08:11:59,Low,Young,Medium,,Medium,0
TX000029,AC00390,0.06628449331630924,2023-01-24 16:18:32,Debit,Las Vegas,D000232,152.234.65.155,M092,Online,0.4193548387096775,Doctor,0.6448275862068966,0.0,0.11231022387969408,2024-11-04 08:11:22,Medium,Adult,Long,,Low,0
TX000030,AC00313,0.029137243661568127,2023-09-20 16:55:42,Debit,Detroit,D000297,33.28.138.82,M043,Branch,0.14516129032258068,Student,0.9413793103448276,0.0,0.08405336115304833,2024-11-04 08:08:30,Low,Young,Long,,Low,0
TX000031,AC00367,0.014618130651171273,2023-07-17 17:49:22,Credit,Miami,D000587,35.67.21.23,M091,Online,0.6612903225806451,Doctor,0.034482758620689655,0.0,0.5534290442664186,2024-11-04 08:09:17,Low,Adult,Short,,High,2
TX000032,AC00291,0.03067462282096047,2023-02-06 16:24:24,Debit,Baltimore,D000282,187.199.178.27,M053,ATM,0.1774193548387097,Doctor,0.8517241379310345,0.0,0.6535296039320443,2024-11-04 08:06:58,Low,Young,Long,,High,1
TX000033,AC00060,0.20647262683378065,2023-09-25 16:26:00,Debit,New York,D000621,133.67.250.163,M007,ATM,0.5,Engineer,0.5448275862068966,0.5,0.6445565359077325,2024-11-04 08:11:13,High,Adult,Long,,High,1
TX000034,AC00359,0.4573312140083904,2023-03-13 17:23:24,Debit,Los Angeles,D000111,134.140.85.231,M094,Online,0.06451612903225812,Student,0.4827586206896552,0.0,0.020014465534787865,2024-11-04 08:07:50,High,,Medium,,Low,0
TX000035,AC00365,0.13289209682882977,2023-10-27 16:42:49,Credit,San Francisco,D000357,92.214.76.157,M002,Branch,0.435483870967742,Doctor,0.13793103448275862,0.0,0.9891024512090688,2024-11-04 08:10:51,Medium,Adult,Short,,High,1
TX000036,AC00267,0.06488261198113453,2023-10-16 16:32:56,Debit,Seattle,D000042,59.145.242.13,M002,Branch,0.5,Engineer,0.1206896551724138,0.0,0.3806929475140387,2024-11-04 08:06:23,Medium,Adult,Short,,Medium,2
TX000037,AC00404,0.04058159835318029,2023-11-21 16:58:44,Debit,Milwaukee,D000250,33.28.138.82,M028,Branch,0.12903225806451613,Student,0.46551724137931033,0.0,0.05373220208190774,2024-11-04 08:12:18,Low,Young,Medium,,Low,0
TX000038,AC00202,0.3382338379758709,2023-03-02 17:53:32,Debit,San Jose,D000448,73.108.76.238,M074,ATM,0.9193548387096775,Retired,0.4379310344827586,0.0,0.3209446424418253,2024-11-04 08:11:15,High,Senior,Medium,,Medium,2
TX000039,AC00478,0.4143367120931808,2023-10-12 17:07:40,Debit,Mesa,D000077,49.29.37.185,M048,ATM,0.7741935483870968,Doctor,0.27586206896551724,0.25,0.5252246123814761,2024-11-04 08:11:17,High,Adult,Medium,,High,2
TX000040,AC00405,0.17477655887641036,2023-01-24 17:17:20,Debit,Oklahoma City,D000038,49.20.211.229,M040,Online,0.5967741935483871,Retired,0.7103448275862069,0.0,0.061716478206919,2024-11-04 08:07:32,High,Adult,Long,,Low,2
TX000041,AC00421,0.17104515725564792,2023-07-31 18:39:50,Debit,San Antonio,D000557,6.234.101.35,M014,ATM,0.7258064516129032,Retired,0.3758620689655172,0.0,0.28382629527705666,2024-11-04 08:07:31,High,Adult,Medium,,Medium,2
TX000042,AC00480,0.017593871329181544,2023-01-09 16:13:21,Debit,Philadelphia,D000627,109.105.179.186,M046,Online,0.32258064516129037,Doctor,0.031034482758620682,0.0,0.9486776000656059,2024-11-04 08:11:45,Low,Young,Short,,High,1
TX000043,AC00120,0.12567944341662976,2023-04-20 18:57:43,Credit,Charlotte,D000198,60.89.202.192,M044,Online,0.6290322580645161,Doctor,0.36551724137931035,0.0,0.8910399724670863,2024-11-04 08:09:03,Medium,Adult,Medium,,High,1
TX000044,AC00117,0.028694270005472026,2023-04-12 16:03:37,Debit,Tucson,D000197,173.135.78.201,M009,ATM,0.016129032258064557,Student,0.36896551724137927,0.0,0.009446962170475522,2024-11-04 08:08:03,Low,,Medium,,Low,0
TX000045,AC00011,0.1584542825129635,2023-07-26 16:52:28,Debit,Louisville,D000685,77.208.193.198,M005,Branch,0.14516129032258068,Student,0.07931034482758621,0.0,0.05158119319151912,2024-11-04 08:09:53,High,Young,Short,,Low,0
TX000046,AC00401,0.22670349428042838,2023-10-04 17:49:29,Debit,Chicago,D000297,197.162.55.147,M051,Branch,0.903225806451613,Retired,0.27586206896551724,0.0,0.3073274117851088,2024-11-04 08:11:12,High,Senior,Medium,,Medium,2
TX000047,AC00282,0.08558772181254397,2023-12-13 16:01:38,Debit,Baltimore,D000103,113.115.81.178,M070,Branch,0.12903225806451613,Student,0.22413793103448276,0.0,0.09464573555765579,2024-11-04 08:10:33,Medium,Young,Medium,,Low,0
TX000048,AC00439,0.2657737707481043,2023-10-09 16:29:40,Debit,Oklahoma City,D000397,186.135.2.148,M090,Online,0.016129032258064557,Student,0.3275862068965517,0.0,0.04573918748327928,2024-11-04 08:11:35,High,,Medium,,Low,0
TX000049,AC00296,0.3265706021835995,2023-11-27 16:45:57,Debit,Denver,D000284,93.146.251.20,M023,Online,0.12903225806451613,Student,0.4413793103448276,0.0,0.011041397510476086,2024-11-04 08:07:24,High,Young,Medium,,Low,0
TX000050,AC00471,0.01133491414128254,2023-03-27 16:45:18,Credit,Sacramento,D000304,124.6.134.78,M055,Online,0.3709677419354839,Engineer,0.5689655172413793,0.0,0.08293752529115922,2024-11-04 08:06:31,Low,Young,Long,,Low,0
TX000051,AC00159,0.2215285196862704,2023-02-13 16:59:39,Credit,Kansas City,D000661,139.23.212.102,M040,Online,0.8225806451612903,Retired,0.38275862068965516,0.0,0.2558551134186656,2024-11-04 08:07:07,High,Senior,Medium,,Medium,2
TX000052,AC00482,0.22112202621361754,2023-02-21 17:45:55,Debit,Omaha,D000598,179.43.245.131,M015,Online,0.532258064516129,Engineer,0.8758620689655173,0.0,0.34164743082153753,2024-11-04 08:09:02,High,Adult,Long,,Medium,2
TX000053,AC00115,0.044385960340829145,2023-06-07 16:45:34,Debit,Virginia Beach,D000235,194.174.252.1,M078,Branch,0.7903225806451613,Doctor,0.46551724137931033,0.0,0.9950869612562968,2024-11-04 08:06:45,Low,Adult,Medium,,High,1
TX000054,AC00055,0.08819866065612214,2023-09-07 16:51:27,Debit,San Diego,D000442,42.219.228.159,M036,Branch,0.16129032258064518,Student,0.4551724137931034,0.0,0.05496029372026398,2024-11-04 08:08:58,Medium,Young,Medium,,Low,0
TX000055,AC00419,0.05439195351382338,2023-03-29 17:47:16,Debit,Omaha,D000642,186.135.2.148,M095,ATM,0.7096774193548387,Retired,0.27586206896551724,0.0,0.29418609184539085,2024-11-04 08:10:42,Medium,Adult,Medium,,Medium,2
TX000056,AC00374,0.16504156135185136,2023-08-04 17:53:40,Debit,Mesa,D000013,81.102.230.41,M052,Branch,0.11290322580645162,Student,0.2517241379310345,0.0,0.08219408284341866,2024-11-04 08:09:15,High,Young,Medium,,Low,0
TX000057,AC00271,0.03141464939937984,2023-12-14 17:52:37,Credit,Columbus,D000462,1.198.76.182,M095,Branch,0.6290322580645161,Retired,0.14482758620689656,0.0,0.23080863146092492,2024-11-04 08:09:57,Low,Adult,Short,,Medium,2
TX000058,AC00456,0.15233082314928212,2023-03-03 17:37:41,Credit,Dallas,D000311,198.73.211.114,M075,Branch,0.8064516129032258,Retired,0.17586206896551726,0.0,0.3049807955237505,2024-11-04 08:07:49,High,Senior,Short,,Medium,2
TX000059,AC00143,0.20129765223962268,2023-06-09 16:18:15,Debit,Indianapolis,D000145,186.54.68.246,M064,Branch,0.4838709677419355,Engineer,0.06206896551724138,0.0,0.3716782036924756,2024-11-04 08:07:09,High,Adult,Short,,Medium,2
TX000060,AC00427,0.058269275868358644,2023-10-02 16:35:22,Debit,Kansas City,D000089,198.166.198.233,M064,Branch,0.08064516129032262,Student,0.1413793103448276,0.0,0.055727935018021424,2024-11-04 08:11:37,Medium,,Short,,Low,0
TX000061,AC00438,0.2961461291919639,2023-10-06 18:44:37,Debit,Indianapolis,D000233,27.143.109.203,M094,ATM,0.4516129032258065,Engineer,0.489655172413793,0.0,0.3628926767557946,2024-11-04 08:06:25,High,Adult,Long,,Medium,2
TX000062,AC00002,0.13744169684967558,2023-05-16 16:07:30,Debit,Dallas,D000285,7.146.35.122,M087,Branch,0.9838709677419355,Retired,0.7482758620689656,0.25,0.2738348589812016,2024-11-04 08:11:03,Medium,Senior,Long,,Medium,2
TX000063,AC00425,0.1820778070198296,2023-11-07 16:48:23,Debit,Las Vegas,D000516,9.230.41.239,M097,Online,0.4838709677419355,Engineer,0.7448275862068966,0.0,0.4403095032917158,2024-11-04 08:08:09,High,Adult,Long,,Medium,1
TX000064,AC00325,0.31328139250071657,2023-05-30 17:43:25,Credit,Philadelphia,D000548,125.225.212.244,M001,Branch,0.6129032258064516,Engineer,0.32413793103448274,0.0,0.5617521042916662,2024-11-04 08:08:01,High,Adult,Medium,,High,1
TX000065,AC00434,0.002871511582458243,2023-11-02 16:01:40,Debit,Charlotte,D000461,155.164.18.235,M071,Online,0.5161290322580645,Doctor,0.393103448275862,0.0,0.9334619009272195,2024-11-04 08:11:32,Low,Adult,Medium,,High,1
TX000066,AC00242,0.10478672121322667,2023-03-29 17:00:31,Credit,Nashville,D000098,145.246.171.225,M003,Branch,0.3870967741935484,Engineer,0.6068965517241379,0.0,0.16695996569140822,2024-11-04 08:11:41,Medium,Young,Long,,Medium,0
TX000067,AC00319,0.1553847356489564,2023-04-25 16:11:24,Debit,Indianapolis,D000435,92.214.76.157,M005,Branch,0.6129032258064516,Retired,0.7413793103448276,0.0,0.1958426375671014,2024-11-04 08:10:12,High,Adult,Long,,Medium,2
TX000068,AC00460,0.2714125648174688,2023-04-18 18:40:47,Debit,Albuquerque,D000305,131.41.45.13,M063,Branch,0.11290322580645162,Student,0.4068965517241379,0.0,0.12436662871032231,2024-11-04 08:12:10,High,Young,Medium,,Medium,0
TX000069,AC00461,0.06098444380748886,2023-02-09 16:34:53,Credit,Austin,D000128,46.150.175.171,M057,Online,0.6774193548387097,Engineer,0.020689655172413793,0.0,0.2396035690615014,2024-11-04 08:07:11,Medium,Adult,Short,,Medium,2
TX000070,AC00395,0.09842353492977564,2023-11-13 16:42:28,Credit,Indianapolis,D000684,125.89.163.224,M040,Branch,0.22580645161290325,Engineer,0.32068965517241377,0.0,0.05886773580771057,2024-11-04 08:08:42,Medium,Young,Medium,,Low,0
TX000071,AC00217,0.06946348073064595,2023-07-18 16:12:00,Debit,Atlanta,D000201,40.226.196.34,M091,ATM,0.4193548387096775,Engineer,0.7241379310344828,0.0,0.25173727577412797,2024-11-04 08:10:18,Medium,Adult,Long,,Medium,2
TX000072,AC00053,0.07449774604580868,2023-01-13 17:00:16,Debit,Dallas,D000410,65.164.3.100,M066,Online,0.27419354838709675,Engineer,0.43103448275862066,0.0,0.4217032763898542,2024-11-04 08:09:26,Medium,Young,Medium,,Medium,1
TX000073,AC00282,0.012773275659900461,2023-07-04 18:20:33,Debit,Boston,D000180,9.230.41.239,M070,ATM,0.7096774193548387,Retired,0.15517241379310343,0.0,0.38750156284239695,2024-11-04 08:12:15,Low,Adult,Short,,Medium,2
TX000074,AC00110,0.12177085233342885,2023-10-20 16:54:28,Credit,Jacksonville,D000295,152.140.239.181,M046,Online,0.12903225806451613,Student,0.9310344827586207,0.0,0.4326465341197063,2024-11-04 08:08:45,Medium,Young,Long,,Medium,0
TX000075,AC00265,0.6317586054147015,2023-10-04 16:36:29,Debit,Indianapolis,D000231,193.83.0.183,M036,Branch,0.03225806451612906,Student,0.04827586206896552,0.0,0.03392544334309802,2024-11-04 08:06:51,High,,Short,,Low,0
TX000076,AC00239,0.12083279047346066,2023-12-28 17:31:03,Debit,Omaha,D000073,156.173.170.140,M066,ATM,0.30645161290322587,Engineer,0.1413793103448276,0.0,0.44288063110600845,2024-11-04 08:09:17,Medium,Young,Short,,Medium,1
TX000077,AC00007,0.08461839122391014,2023-06-12 17:53:52,Debit,Kansas City,D000070,60.153.124.80,M060,Online,0.06451612903225812,Student,0.35517241379310344,0.0,0.035822364308309484,2024-11-04 08:08:22,Medium,,Medium,,Low,0
TX000078,AC00022,0.04756494775516586,2023-03-13 16:32:12,Debit,Milwaukee,D000363,94.37.250.128,M095,Branch,0.4193548387096775,Doctor,0.20344827586206898,0.0,0.979703886738627,2024-11-04 08:11:36,Low,Adult,Short,,High,1
TX000079,AC00464,0.0625530916955468,2023-12-18 18:46:27,Debit,Miami,D000561,162.198.218.92,M045,Branch,0.016129032258064557,Student,0.23103448275862065,0.0,0.08477260475077203,2024-11-04 08:06:50,Medium,,Medium,,Low,0
TX000080,AC00014,0.0906741016754827,2023-07-17 18:54:31,Debit,Seattle,D000375,130.92.201.49,M032,Online,0.5161290322580645,Doctor,0.19655172413793104,0.0,0.7008988528400713,2024-11-04 08:10:29,Medium,Adult,Short,,High,1
TX000081,AC00406,0.09560413789509341,2023-06-19 18:22:10,Debit,Denver,D000488,86.103.2.29,M074,ATM,0.32258064516129037,Engineer,0.3172413793103448,0.0,0.030333930686427268,2024-11-04 08:09:51,Medium,Young,Medium,,Low,0
TX000082,AC00445,0.17986293873934908,2023-10-23 17:13:57,Credit,Phoenix,D000097,131.41.45.13,M081,Online,0.6451612903225806,Engineer,0.24137931034482757,0.0,0.42688855219624733,2024-11-04 08:08:16,High,Adult,Medium,,Medium,2
TX000083,AC00236,0.48064726268337804,2023-01-23 16:32:48,Debit,Detroit,D000206,21.97.154.92,M004,ATM,0.7258064516129032,Retired,0.2655172413793103,0.0,0.3101882536093257,2024-11-04 08:11:07,High,Adult,Medium,,Medium,2
TX000084,AC00220,0.13531542330041432,2023-11-06 16:34:10,Debit,Denver,D000616,36.13.239.172,M028,Online,0.5,Doctor,0.5517241379310345,0.0,0.475615625466332,2024-11-04 08:09:38,Medium,Adult,Long,,High,1
TX000085,AC00140,0.08049091904005003,2023-07-03 16:40:24,Debit,San Diego,D000494,167.104.180.235,M030,Online,0.25806451612903225,Doctor,0.506896551724138,0.0,0.0956170505097219,2024-11-04 08:09:42,Medium,Young,Long,,Low,0
TX000086,AC00098,0.6982984600151132,2023-09-29 17:22:10,Credit,Austin,D000574,165.114.224.47,M012,Online,0.5806451612903226,Engineer,0.06896551724137931,0.0,0.5749263615550182,2024-11-04 08:06:53,High,Adult,Short,,High,1
TX000087,AC00303,0.012663835109570837,2023-10-20 17:27:35,Debit,Mesa,D000428,16.131.3.140,M033,Branch,0.7419354838709677,Doctor,0.20344827586206898,0.0,0.6566411727300472,2024-11-04 08:12:05,Low,Adult,Short,,High,1
TX000088,AC00373,0.2959116137269719,2023-08-28 17:03:53,Debit,Washington,D000018,8.243.4.138,M054,ATM,0.4838709677419355,Doctor,0.3620689655172414,0.0,0.7028125785622389,2024-11-04 08:07:32,High,Adult,Medium,,High,1
TX000089,AC00438,0.004872710217057092,2023-06-22 18:37:29,Credit,San Diego,D000453,132.127.5.187,M043,Online,0.6451612903225806,Doctor,0.5827586206896552,0.0,0.8592379782129688,2024-11-04 08:09:10,Low,Adult,Long,,High,1
TX000090,AC00437,0.20465382911639785,2023-11-20 16:28:09,Debit,Kansas City,D000141,186.54.68.246,M022,Online,0.09677419354838712,Student,0.3103448275862069,0.0,0.046408016810134484,2024-11-04 08:08:38,High,,Medium,,Low,0
TX000091,AC00106,0.37348932954634284,2023-09-14 16:49:33,Credit,Milwaukee,D000322,101.223.82.253,M052,Online,0.6774193548387097,Retired,0.08275862068965517,0.0,0.266373546892666,2024-11-04 08:08:12,High,Adult,Short,,Medium,2
TX000092,AC00310,0.11652291737238449,2023-10-02 16:36:10,Debit,Kansas City,D000481,133.223.159.151,M009,ATM,0.5645161290322581,Engineer,0.15517241379310343,0.75,0.1901397752464586,2024-11-04 08:08:01,Medium,Adult,Short,,Medium,2
TX000093,AC00149,0.12007191807593089,2023-03-27 18:16:04,Debit,Houston,D000526,60.43.160.195,M049,Branch,0.04838709677419356,Student,0.43103448275862066,0.0,0.03473879357977622,2024-11-04 08:10:44,Medium,,Medium,,Low,0
TX000094,AC00373,0.23027334080308517,2023-12-21 16:37:03,Debit,Los Angeles,D000645,168.36.49.167,M047,Online,0.016129032258064557,Student,0.8620689655172414,0.0,0.0856740119139005,2024-11-04 08:08:21,High,,Long,,Low,0
TX000095,AC00425,0.3355707845845167,2023-03-02 16:05:09,Debit,San Antonio,D000178,165.38.56.205,M093,ATM,0.1774193548387097,Engineer,0.21379310344827585,0.0,0.0700603761307921,2024-11-04 08:08:04,High,Young,Short,,Low,0
TX000096,AC00010,0.2649607838027985,2023-06-26 16:16:50,Credit,Mesa,D000622,193.108.17.115,M048,Branch,0.532258064516129,Engineer,0.40344827586206894,0.0,0.5113458997065218,2024-11-04 08:09:32,High,Adult,Medium,,High,1
TX000097,AC00348,0.4473356437449514,2023-04-18 17:27:23,Credit,San Francisco,D000019,175.230.206.232,M002,Branch,0.14516129032258068,Student,0.603448275862069,0.0,0.1190926237872007,2024-11-04 08:10:47,High,Young,Long,,Medium,0
TX000098,AC00011,0.01308075149177893,2023-07-17 17:08:24,Debit,Louisville,D000192,62.152.134.92,M007,ATM,0.6290322580645161,Engineer,0.23448275862068962,0.0,0.0067077867866212615,2024-11-04 08:11:05,Low,Adult,Medium,,Low,2
TX000099,AC00453,0.0767959976027308,2023-09-01 17:26:02,Debit,Charlotte,D000093,149.84.108.18,M028,Branch,0.8548387096774193,Retired,0.4241379310344827,0.0,0.13541609250413736,2024-11-04 08:07:22,Medium,Senior,Medium,,Medium,2
TX000100,AC00178,0.059806655027750996,2023-09-11 16:19:04,Debit,San Antonio,D000528,134.222.122.238,M004,Branch,0.30645161290322587,Doctor,0.5689655172413793,0.0,0.5069934676548761,2024-11-04 08:08:38,Medium,Young,Long,,High,1
TX000101,AC00265,0.19965604398467832,2023-01-24 17:23:56,Debit,Fort Worth,D000321,18.72.115.111,M066,Branch,0.19354838709677424,Engineer,0.04827586206896552,0.0,0.5915731537957913,2024-11-04 08:11:07,High,Young,Short,,High,1
TX000102,AC00018,0.05121817755426428,2023-08-11 16:18:46,Credit,El Paso,D000528,34.125.226.63,M095,Online,0.03225806451612906,Student,0.5413793103448277,0.0,0.6239391156933577,2024-11-04 08:10:02,Low,,Long,,High,1
TX000103,AC00075,0.043244651744534485,2023-10-16 18:35:11,Credit,Fort Worth,D000607,21.28.32.1,M009,Branch,0.5967741935483871,Doctor,0.5310344827586208,0.0,0.07260058319228542,2024-11-04 08:10:52,Low,Adult,Long,,Low,2
TX000104,AC00464,0.10209239909320686,2023-02-24 16:29:23,Debit,Virginia Beach,D000164,204.34.243.93,M099,Branch,0.14516129032258068,Engineer,0.4689655172413793,0.0,0.6263206858491849,2024-11-04 08:08:32,Medium,Young,Medium,,High,1
TX000105,AC00170,0.06758214555593192,2023-01-02 16:36:02,Debit,Las Vegas,D000647,111.226.226.202,M045,ATM,0.22580645161290325,Engineer,0.7758620689655172,0.0,0.5279160622555749,2024-11-04 08:06:35,Medium,Young,Long,,High,1
TX000106,AC00235,0.15980404930036218,2023-11-30 16:31:03,Debit,Colorado Springs,D000078,96.115.67.230,M047,Online,0.4516129032258065,Engineer,0.1413793103448276,0.0,0.6262682550074815,2024-11-04 08:10:48,High,Adult,Short,,High,1
TX000107,AC00013,0.05978580920864059,2023-11-01 16:52:01,Debit,Seattle,D000182,115.218.48.83,M032,Online,0.6612903225806451,Retired,0.24137931034482757,0.0,0.4062334893262906,2024-11-04 08:09:24,Medium,Adult,Medium,,Medium,2
TX000108,AC00397,0.3941579591943091,2023-03-06 16:47:02,Debit,Sacramento,D000028,174.61.77.54,M012,Branch,0.14516129032258068,Student,0.02413793103448276,0.0,0.021469757487191415,2024-11-04 08:11:40,High,Young,Short,,Low,0
TX000109,AC00423,0.2623967480522188,2023-11-27 18:32:49,Debit,Los Angeles,D000518,216.151.64.40,M083,Online,0.06451612903225812,Student,0.08620689655172413,0.0,0.023296098473187005,2024-11-04 08:09:22,High,,Short,,Low,0
TX000110,AC00154,0.07440393985981186,2023-07-31 16:37:46,Debit,San Antonio,D000469,197.162.55.147,M055,ATM,0.7258064516129032,Retired,0.4724137931034483,0.0,0.5296993830637627,2024-11-04 08:10:42,Medium,Adult,Medium,,High,2
